"RowIDFile","Dataset_name","Program","DatasetID","SampleDesign","SampMethod","MethodCode","Method_area","Region","Island","Moku","Site","Latitude","Longitude","coord.join10","Survey_date","Year","Month","Day","Reef_Habitat","Habitat_Category","SurveyDomain","Management","Rugosity","Depth","SurveyID","RepID","TransID","Replicate","Diver","SpeciesCode","Taxon","Number","Size_cm","num_line_m2","bio_line_gm2","Count_max_from_CRED","MaxSize_touse","a.final","b.final","use4biomass","QC"
163790,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","ACNF","Acanthurus nigrofuscus",5,14,0.04,1.56661350909135,30,21,0.00623926,3.313564169,1,"JS_2025"
163791,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","ACNF","Acanthurus nigrofuscus",6,15,0.048,2.36280660716271,30,21,0.00623926,3.313564169,1,"JS_2025"
163792,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","ACNF","Acanthurus nigrofuscus",1,16,0.008,0.487699039707137,30,21,0.00623926,3.313564169,1,"JS_2025"
163793,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","ACNF","Acanthurus nigrofuscus",7,17,0.056,4.17342456911392,30,21,0.00623926,3.313564169,1,"JS_2025"
163794,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","ACXA","Acanthurus xanthopterus",2,35,0.016,17.3530004920011,20,70,0.02673,2.98449,1,"JS_2025"
163795,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","CAJA","Canthigaster jactator",6,4,0.048,0.0921326504717127,15,9,0.034555953,2.897800017,1,"JS_2025"
163796,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","CAJA","Canthigaster jactator",3,5,0.024,0.0879446463455557,15,9,0.034555953,2.897800017,1,"JS_2025"
163797,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","CEAR","Cephalopholis argus",1,38,0.008,8.49308908548399,4,60,0.011606935,3.140466929,1,"JS_2025"
163798,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","CHOR","Chaetodon ornatissimus",1,18,0.008,1.77902536808924,10,20,0.025116775,3.144439365,1,"JS_2025"
163799,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","CHPE","Chlorurus perspicillatus",1,55,0.008,30.6895398192438,30,61,0.019757625,3.038542301,1,"JS_2025"
163800,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","CHVA","Chromis vanderbilti",1,4,0.008,0.00767525739944912,600,7,0.0152,2.99,1,"JS_2025"
163801,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","CTST","Ctenochaetus strigosus",10,13,0.08,3.96510699415426,40,18,0.026395753,2.938776789,1,"JS_2025"
163802,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","CTST","Ctenochaetus strigosus",7,15,0.056,4.22660611111816,40,18,0.026395753,2.938776789,1,"JS_2025"
163803,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","CTST","Ctenochaetus strigosus",5,16,0.04,3.64950449837843,40,18,0.026395753,2.938776789,1,"JS_2025"
163804,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","CTST","Ctenochaetus strigosus",1,17,0.008,0.872245571098441,40,18,0.026395753,2.938776789,1,"JS_2025"
163805,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","GOVA","Gomphosus varius",1,18,0.008,0.476751688123193,20,32,0.019036112,2.784753101,1,"JS_2025"
163806,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","NALI","Naso lituratus",1,24,0.008,1.723519611062,60,46,0.386307204,1.989835579,1,"JS_2025"
163807,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","NALI","Naso lituratus",1,28,0.008,2.34222888924189,60,46,0.386307204,1.989835579,1,"JS_2025"
163808,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","OSME","Ostracion meleagris",1,2,0.008,0.00199333128181496,3,25,0.03553,2.81,1,"JS_2025"
163809,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","PLIM","Plectroglyphidodon imparipennis",1,4,0.008,0.00767525739944912,300,6,0.0152,2.99,1,"JS_2025"
163810,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","PLJO","Plectroglyphidodon johnstonianus",1,6,0.008,0.0389493885138139,300,14,0.013285942,3.295012767,1,"JS_2025"
163811,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","SCPS","Scarus psittacus",3,15,0.024,1.49606391132054,30,34,0.0157,3.06,1,"JS_2025"
163812,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","SCPS","Scarus psittacus",2,16,0.016,1.2151413004333,30,34,0.0157,3.06,1,"JS_2025"
163813,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","SCPS","Scarus psittacus",3,17,0.024,2.19424235318343,30,34,0.0157,3.06,1,"JS_2025"
163814,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","SCPS","Scarus psittacus",1,18,0.008,0.871211310510597,30,34,0.0157,3.06,1,"JS_2025"
163815,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","STBA","Stethojulis balteata",1,10,0.008,0.137062252509212,20,16,0.012082854,3.15165835,1,"JS_2025"
163816,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","STBA","Stethojulis balteata",1,13,0.008,0.313349050136698,20,16,0.012082854,3.15165835,1,"JS_2025"
163817,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","STBA","Stethojulis balteata",1,14,0.008,0.395788807496326,20,16,0.012082854,3.15165835,1,"JS_2025"
163818,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","STMA","Plectroglyphidodon marginatus",1,4,0.008,0.00762168850719757,300,17,0.008189834,3.431030361,1,"JS_2025"
163819,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","STMA","Plectroglyphidodon marginatus",2,5,0.016,0.0327779952590286,300,17,0.008189834,3.431030361,1,"JS_2025"
163820,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","THDU","Thalassoma duperrey",3,12,0.024,0.517987767296148,50,28,0.026809625,2.692613065,1,"JS_2025"
163821,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","THDU","Thalassoma duperrey",2,14,0.016,0.522985978051006,50,28,0.026809625,2.692613065,1,"JS_2025"
163822,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","THDU","Thalassoma duperrey",1,18,0.008,0.514450831725358,50,28,0.026809625,2.692613065,1,"JS_2025"
163823,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","ZEFL","Zebrasoma flavescens",1,17,0.008,0.996383010179279,20,22,0.037692429,2.859998607,1,"JS_2025"
163824,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","ZEFL","Zebrasoma flavescens",2,18,0.016,2.34666839398796,20,22,0.037692429,2.859998607,1,"JS_2025"
163825,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","ZEFL","Zebrasoma flavescens",1,20,0.008,1.5859448744807,20,22,0.037692429,2.859998607,1,"JS_2025"
163826,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27100831,-157.6923601,28266,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R4 = 1.5m-2m",3.3528,"HBAY_2025_17","HBAY_2025_17","HBAY_2025_17","HBAY_2025_17_MJH","MJH","ZEVE","Zebrasoma veliferum",2,35,0.016,12.8578400218512,20,40,0.0232,2.94,1,"JS_2025"
163827,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","ACBL","Acanthurus blochii",1,22,0.008,2.35614846331687,20,45,0.02506,3.03193,1,"JS_2025"
163828,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","ACGU","Acanthurus guttatus",3,22,0.024,0.7411008,20,28,0.0029,3,1,"JS_2025"
163829,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","ACNF","Acanthurus nigrofuscus",1,13,0.008,0.24510143235711,30,21,0.00623926,3.313564169,1,"JS_2025"
163830,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","ACNF","Acanthurus nigrofuscus",3,14,0.024,0.939968105454811,30,21,0.00623926,3.313564169,1,"JS_2025"
163831,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","ACNF","Acanthurus nigrofuscus",1,15,0.008,0.393801101193785,30,21,0.00623926,3.313564169,1,"JS_2025"
163832,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","ACNF","Acanthurus nigrofuscus",4,16,0.032,1.95079615882855,30,21,0.00623926,3.313564169,1,"JS_2025"
163833,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","ACNF","Acanthurus nigrofuscus",8,17,0.064,4.76962807898734,30,21,0.00623926,3.313564169,1,"JS_2025"
163834,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","ACTR","Acanthurus triostegus",1,14,0.008,0.487918021551622,300,27,0.016980283,3.102019877,1,"JS_2025"
163835,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","ACTR","Acanthurus triostegus",3,17,0.024,2.67321061846308,300,27,0.016980283,3.102019877,1,"JS_2025"
163836,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","ACTR","Acanthurus triostegus",1,18,0.008,1.06393518854214,300,27,0.016980283,3.102019877,1,"JS_2025"
163837,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","CAAM","Canthigaster amboinensis",1,12,0.008,1.46326513626517,3,15,0.246312768,2.660114901,1,"JS_2025"
163838,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","CAME","Caranx melampygus",1,28,0.008,2.26815025699515,40,117,0.008246757,3.134625617,1,"JS_2025"
163839,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","CHOR","Chaetodon ornatissimus",1,18,0.008,1.77902536808924,10,20,0.025116775,3.144439365,1,"JS_2025"
163840,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","CHQU","Chaetodon quadrimaculatus",2,14,0.016,1.0054016,10,16,0.0229,3,1,"JS_2025"
163841,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","CHSP","Chlorurus spilurus",1,22,0.008,1.91250794274644,30,37,0.007567595,3.351817161,1,"JS_2025"
163842,"DAR","Oahu","Maunalua_Bay","Random_Stratified","Belt_25x5","FAHU",125,"MHI","Oahu","KOOLAUPOKO","HBAY",21.27059227,-157.6941485,28267,"2025-04-28",2025,4,28,"Hard_Bottom","Shallow_Aggregate Reef",NA,NA,"R3 = 1m-1.5m",2.4384,"HBAY_2025_3","HBAY_2025_3","HBAY_2025_3","HBAY_2025_3_MJH","MJH","GOVA","Gomphosus varius",2,16,0.016,0.686870856085434,20,32,0.019036112,2.784753101,1,"JS_2025"
